Code,Status,Country Name,Country Code,Category,KeyWord to Search,Document Title,Exists?,Type,Publication Date,Publication Year,,Start Year,End Year,Language,Link
ARM-NEEP-2010-EN,Completed,Armenia,ARM,NEEP,,National Energy Efficiency Action Plan 2010 Republic of Armenia,Y,Text,2010,2010,,,,EN,https://policy.asiapacificenergy.org/sites/default/files/AM_1st_NEEAP_Armenia_final_2010.pdf
ARM-LCEDP-2020-EN,Completed,Armenia,ARM,LCEDP,,"USAID ARMENIA LEAST COST ENERGY 
DEVELOPMENT PLAN: 2020-2036",Y,Text,2020,2020,,2020,2036,EN,https://policy.asiapacificenergy.org/sites/default/files/Armenia%20Least%20Cost%20Energy%20Development%20Plan%202020-2036.pdf
ARM-SREP-2014-EN,Completed,Armenia,ARM,SREP,,Republic of Armenia Scaling Up Renewable Energy Program,Y,Text,2014,2014,,2014,2025,EN,https://policy.asiapacificenergy.org/sites/default/files/Armenia%20SREP%20Investment%20Plan_final.pdf
ARM-NRER-2013-AR,,Armenia,ARM,NRER,,Renewable Energy Roadmap for Armenia,Y,Text,2013,2013,,2013,,AR,https://policy.asiapacificenergy.org/sites/default/files/Renewable%20Energy%20Roadmap%20for%20Armenia%20%28ARM%20and%20ENG%29.pdf
ARM-NEP--,,Armenia,ARM,NEP,intitle:'Armenia Energy Policy',,N,,,,,,,,
ARM-NREP-2016-EN,Wrong Document & Link,Armenia,ARM,NREP,,Armenia Renewable Energy Policy,Y,Text,2016,2016,,2016,2025,EN,https://www.ssoar.info/ssoar/bitstream/handle/document/87107/ssoar-caucasusad-2021-120-bayramov-Azerbaijans_Renewable_Energy_Policy_Opportunities.pdf?sequence=1&isAllowed=y&lnkname=ssoar-caucasusad-2021-120-bayramov-Azerbaijans_Renewable_Energy_Policy_Opportunities.pdf
ARM-NREPl--,,Armenia,ARM,NREPl,intitle:'Armenia Renewable Energy Plan',,N,,,,,,,,
ARM-NETS--,,Armenia,ARM,NETS,intitle:'Armenia Energy Transition Strategy',,N,,,,,,,,
ARM-NES--,,Armenia,ARM,NES,intitle:'Armenia Energy Strategy',,N,,,,,,,,
ARM-NEEP-2015-EN,,Armenia,ARM,NEEP,,SECOND NATIONAL ENERGY EFFICIENCY ACTION PLAN FOR ARMENIA,Y,Text,2015,2015,,2015,2030,EN,https://policy.thinkbluedata.com/sites/default/files/Second%20National%20Energy%20Efficiency%20Action%20Plan%20%28NEEAP%29%20%282015%20Draft%29.pdf
ARM-NEPro--,,Armenia,ARM,NEPro,intitle:'Armenia Energy Profile',,N,,,,,,,,
ARM-NEPF--,,Armenia,ARM,NEPF,intitle:'Armenia Energy Policy Frameworks',,N,,,,,,,,
ARM-NREIP--,,Armenia,ARM,NREIP,intitle:'Armenia Renewable Energy Investment Plan',,N,,,,,,,,
ARM-AREA--,,Armenia,ARM,AREA,intitle:'Armenia Atomic Energy Regulatory Act',,N,,,,,,,,
ARM-ASE--,,Armenia,ARM,ASE,intitle:'Armenia Achieving Sustainable Energ',,N,,,,,,,,
ARM-LCEDP-2019-EN,,Armenia,ARM,LCEDP,,Armenia Least Cost Energy Development Plan,Y,Text,2019,2019,,2020,2036,EN,https://pdf.usaid.gov/pdf_docs/PA00WDQG.pdf
ARM-NECP--,,Armenia,ARM,NECP,intitle:'Armenia Energy and Climate Plan',,N,,,,,,,,
ARM-NEDS-2021-EN,,Armenia,ARM,NEDS,,"Republic of Armenia Energy Sector Development
Strategic Program to 2040",Y,Text,2021,2021,,2020,2040,EN,https://policy.asiapacificenergy.org/sites/default/files/Energy%20Sector%20Development%20Strategic%20Program%20to%202040%20.pdf
ARM-NGP--,,Armenia,ARM,NGP,intitle:'Armenia Gas Policy',,N,,,,,,,,
ARM-NREAP--,,Armenia,ARM,NREAP,intitle:'Armenia Renewable Energy Action Plan',,N,,,,,,,,
ARM-NREDS--,,Armenia,ARM,NREDS,intitle:'Armenia Renewable Energy Development Strategy',,N,,,,,,,,
ARM-NREEP--,,Armenia,ARM,NREEP,intitle:'Armenia Rational and Efficient use of Energy Plan',,N,,,,,,,,
ARM-NRES--,,Armenia,ARM,NRES,intitle:'Armenia /Renewable Energy Strategy',,N,,,,,,,,
ARM-SREP--,,Armenia,ARM,SREP,intitle:'Armenia Scaling Up Renewable Energy Program',,N,,,,,,,,
ARM-NSESDSP--,,Armenia,ARM,NSESDSP,intitle:'Armenia SUSTAINABLE ENERGY SECTOR DEVELOPMENT STRATEGY PLAN',,N,,,,,,,,
ARM-SEP--,,Armenia,ARM,SEP,intitle:'Armenia Sustainable Energy Project',,N,,,,,,,,
ARM-NER--,,Armenia,ARM,NER,intitle:'Armenia Energy Roadmap',,N,,,,,,,,
ARM-NEPEAP-2017-EN,,Armenia,ARM,NEPEAP,,"DRAFT 2ND NATIONAL ENERGY
EFFICIENCY ACTION PLAN FOR THE REPUBLIC OF ARMENIA",Y,Data,2017,2017,,2017,2050,EN,https://www.energy-community.org/dam/jcr:0e568a32-bb62-4b90-b96a-fe41f3a0b9d3/EECG032016_ASE.pdf
ARM-NSAPES--,,Armenia,ARM,NSAPES,intitle:'Armenia Strategic Action Plan Energy Sector',,N,,,,,,,,
ARM-NREEEP--,,Armenia,ARM,NREEEP,intitle:'Armenia Renewable Electricity and Energy Efficiency Plan',,N,,,,,,,,
ARM-NSP--,,Armenia,ARM,NSP,intitle:'Armenia Strategic Plan',,N,,,,,,,,
ARM-NEAP--,,Armenia,ARM,NEAP,intitle:'Armenia Energy Action Plan',,N,,,,,,,,
AZE-CPD-2021-EN,Completed,Azerbaijan,AZE,CPD,,UN Country programme document for Azerbaijan (2021–2025),Y,Text,1–4 February 2021,2021,,2021,2025,EN,https://digitallibrary.un.org/record/3897571/files/DP_DCP_AZE_5-EN.pdf?ln=en
AZE-CPD-2021-FR,,Azerbaijan,AZE,CPD,,"Gasification and Power Generation Characteristics of Rice
Husk, Sawdust, and Coconut Shell Using a Fixed-Bed
Downdraft Gasifier",Y,Text,1–4 February 2021,2021,,2021,2025,FR,https://digitallibrary.un.org/record/3897571/files/DP_DCP_AZE_5-FR.pdf?ln=en
AZE-CPD-2021-SP,,Azerbaijan,AZE,CPD,,"Gasification and Power Generation Characteristics of Rice
Husk, Sawdust, and Coconut Shell Using a Fixed-Bed
Downdraft Gasifier",Y,Text,1–4 February 2021,2021,,2021,2025,SP,https://digitallibrary.un.org/record/3897571/files/DP_DCP_AZE_5-ES.pdf?ln=en
AZE-NEPR-2021-EN,Completed,Azerbaijan,AZE,NEPR,,IEA Azerbaijan 2021 nergy Policy Review,Y,Text,2021,2021,,2018,2013,EN,https://iea.blob.core.windows.net/assets/49662c46-575f-4561-a541-5541f5342b07/Azerbaijan2021EnergyPolicyReview.pdf
AZE-NEP-2019-EN,Completed,Azerbaijan,AZE,NEP,,National Sustainable Energy Action Plan of Azerbaijan,Y,Data,Oct 2019,2019,,1990,2030,EN,https://unece.org/fileadmin/DAM/energy/se/pp/geee/Geee6_Oct2019/8_October/4-1V.Nasibov.pdf
AZE-NEPro-2022-EN,Completed,Azerbaijan,AZE,NEPro,,IEA Energy Profile Azerbaijan,Y,Data,"24th August, 2022",2022,,2014,2022,EN,https://www.irena.org/-/media/Files/IRENA/Agency/Statistics/Statistical_Profiles/Eurasia/Azerbaijan_Eurasia_RE_SP.pdf?country=Azerbaijan&regionID=&countryID=7fae2aa9-9433-4a27-912a-0b1e25dbb44c
AZE-NEP-2007-EN,,Azerbaijan,AZE,NEP,,Azerbaijan Energy Policy,Y,Text,2007,2007,,2007,,EN,https://www.oilfund.az/storage/images/h0fqj9eure.pdf
AZE-NREP-2016-EN,Completed,Azerbaijan,AZE,NREP,,"Azerbaijan's Renewable Energy Policy: Opportunities, Drivers and Challenges",Y,Text,2016,2016,,2016,2025,EN,https://www.ssoar.info/ssoar/bitstream/handle/document/87107/ssoar-caucasusad-2021-120-bayramov-Azerbaijans_Renewable_Energy_Policy_Opportunities.pdf?sequence=1&isAllowed=y&lnkname=ssoar-caucasusad-2021-120-bayramov-Azerbaijans_Renewable_Energy_Policy_Opportunities.pdf
AZE-NREP-2019-EN,Completed,Azerbaijan,AZE,NREP,,"IRENA RENEWABLES READINESS ASSESSMENT REPUBLIC OF
AZERBAIJAN",Y,Text,2019,2019,,2019,2050,EN,https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2019/Dec/IRENA_RRA_Azerbaijan_2019.PDF?rev=3047e0cd1d1345eb982648892bf8ae6d
AZE-NREPl--,,Azerbaijan,AZE,NREPl,intitle:'Azerbaijan Renewable Energy Plan',,N,,,,,,,,
AZE-NETS--,,Azerbaijan,AZE,NETS,intitle:'Azerbaijan Energy Transition Strategy',,N,,,,,,,,
AZE-NES--,,Azerbaijan,AZE,NES,intitle:'Azerbaijan Energy Strategy',,N,,,,,,,,
AZE-NEEP--,,Azerbaijan,AZE,NEEP,intitle:'Azerbaijan Energy Efficiency Plan',,N,,,,,,,,
AZE-NEPF--,,Azerbaijan,AZE,NEPF,intitle:'Azerbaijan Energy Policy Frameworks',,N,,,,,,,,
AZE-NRER--,,Azerbaijan,AZE,NRER,intitle:'Azerbaijan Renewable Energy Roadmap',,N,,,,,,,,
AZE-NREIP--,,Azerbaijan,AZE,NREIP,intitle:'Azerbaijan Renewable Energy Investment Plan',,N,,,,,,,,
AZE-AREA--,,Azerbaijan,AZE,AREA,intitle:'Azerbaijan Atomic Energy Regulatory Act',,N,,,,,,,,
AZE-ASE--,,Azerbaijan,AZE,ASE,intitle:'Azerbaijan Achieving Sustainable Energ',,N,,,,,,,,
AZE-LCEDP--,,Azerbaijan,AZE,LCEDP,intitle:'Azerbaijan Least Cost Energy Development Plan',,N,,,,,,,,
AZE-NECP--,,Azerbaijan,AZE,NECP,intitle:'Azerbaijan Energy and Climate Plan',,N,,,,,,,,
AZE-NEDS--,,Azerbaijan,AZE,NEDS,intitle:'Azerbaijan Energy Development Strategy',,N,,,,,,,,
AZE-NGP--,,Azerbaijan,AZE,NGP,intitle:'Azerbaijan Gas Policy',,N,,,,,,,,
AZE-NREAP--,,Azerbaijan,AZE,NREAP,intitle:'Azerbaijan Renewable Energy Action Plan',,N,,,,,,,,
AZE-NREDS--,,Azerbaijan,AZE,NREDS,intitle:'Azerbaijan Renewable Energy Development Strategy',,N,,,,,,,,
AZE-NREEP--,,Azerbaijan,AZE,NREEP,intitle:'Azerbaijan Rational and Efficient use of Energy Plan',,N,,,,,,,,
AZE-NRES-2018-EN,,Azerbaijan,AZE,NRES,,Azerbaijan Renewable Energy Strategy,Y,Text,2018,2018,,2018,,EN,https://d1wqtxts1xzle7.cloudfront.net/63405987/Renewable_Energy_Renews_Azerbaijans_Energy_Startegy20200523-35032-p1tlbt-libre.pdf?1590259370=&response-content-disposition=attachment%3B+filename%3DRenewable_Energy_Renews_Azerbaijans_Ener.pdf&Expires=1694416670&Signature=Xcw4GaGHFmrOygJL7vSDEGvzuUIF7XVuiECPNIGhToc19pFChhl5e7cLchA3grpxjj5Bg4-AUlE4flvwenuuzeo7mIu2LwBXdH1o8gCBSNL92eldQ9~R~gmdsSmoEWzHJlw13XlZ5Qd8D~umIqUt2odEJ5I34tn-kh24MJiqGhro1G7RxzvTb~Qi2TuQ2e1ZlBMMXcag~hXOWnVanDSGtNW7D-SkM1UhWWF~FOkyxIVxunm~u2T~aiip-Pmwv91JVP44a5hwA~aZ0UL~NafzlqVfsBUPsFOCoWzPO8GLBn0qm1BJzauJAZ1bxPIxhqcwxcSlcTbcGpDHhzFjk4HSyQ__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA
AZE-SREP--,,Azerbaijan,AZE,SREP,intitle:'Azerbaijan Scaling Up Renewable Energy Program',,N,,,,,,,,
AZE-NSESDSP--,,Azerbaijan,AZE,NSESDSP,intitle:'Azerbaijan SUSTAINABLE ENERGY SECTOR DEVELOPMENT STRATEGY PLAN',,N,,,,,,,,
AZE-SEP--,,Azerbaijan,AZE,SEP,intitle:'Azerbaijan Sustainable Energy Project',,N,,,,,,,,
AZE-NER--,,Azerbaijan,AZE,NER,intitle:'Azerbaijan Energy Roadmap',,N,,,,,,,,
AZE-NEPEAP--,,Azerbaijan,AZE,NEPEAP,intitle:'Azerbaijan Energy Policy and Energy Action Plan',,N,,,,,,,,
AZE-NSAPES--,,Azerbaijan,AZE,NSAPES,intitle:'Azerbaijan Strategic Action Plan Energy Sector',,N,,,,,,,,
AZE-NREEEP--,,Azerbaijan,AZE,NREEEP,intitle:'Azerbaijan Renewable Electricity and Energy Efficiency Plan',,N,,,,,,,,
AZE-NSP--,,Azerbaijan,AZE,NSP,intitle:'Azerbaijan Strategic Plan',,N,,,,,,,,
AZE-NEAP-2014-EN,,Azerbaijan,AZE,NEAP,,Azerbaijan Energy Action Plan,Y,Data,2014,2014,,2014,,EN,https://policy.asiapacificenergy.org/sites/default/files/icherisheher_seap_final_version_updated_by_10.07.14.pdf
BHR-CPD-2016-EN,,Bahrain,BHR,CPD,,"Gasification and Power Generation Characteristics of Rice
Husk, Sawdust, and Coconut Shell Using a Fixed-Bed
Downdraft Gasifier",Y,Text,6 - 9 September 2016,2016,,2017,2020,EN,https://digitallibrary.un.org/record/836377/files/DP_DCP_BHR_3-EN.pdf?ln=en
BHR-CPD-2016-SP,,Bahrain,BHR,CPD,,"Gasification and Power Generation Characteristics of Rice
Husk, Sawdust, and Coconut Shell Using a Fixed-Bed
Downdraft Gasifier ",Y,Text,6 - 9 September 2016,2016,,2017,2020,SP,https://digitallibrary.un.org/record/836377/files/DP_DCP_BHR_3-ES.pdf?ln=en
BHR-CPD-2016-FR,,Bahrain,BHR,CPD,,"Gasification and Power Generation Characteristics of Rice
Husk, Sawdust, and Coconut Shell Using a Fixed-Bed
Downdraft Gasifier ",Y,Text,6 - 9 September 2016,2016,,2017,2020,FR,https://digitallibrary.un.org/record/836377/files/DP_DCP_BHR_3-FR.pdf?ln=en
BHR-NEP-2017-EN,,Bahrain,BHR,NEP,,Bahrain's National energy efficiency action plan ,Y,Text,2017,2017,,2017,2025,EN,https://cdn.climatepolicyradar.org/navigator/BHR/2017/bahrain-s-national-energy-efficiency-action-plan-neeap_446603864e817ac7875eb1749f01557c.pdf
BHR-NEP--,,Bahrain,BHR,NEP,intitle:'Bahrain Energy Policy',,N,,,,,,,,
BHR-NREP--,,Bahrain,BHR,NREP,intitle:'Bahrain Renewable Energy Policy',,N,,,,,,,,
BHR-NREPl--,,Bahrain,BHR,NREPl,intitle:'Bahrain Renewable Energy Plan',,N,,,,,,,,
BHR-NETS--,,Bahrain,BHR,NETS,intitle:'Bahrain Energy Transition Strategy',,N,,,,,,,,
BHR-NES--,,Bahrain,BHR,NES,intitle:'Bahrain Energy Strategy',,N,,,,,,,,
BHR-NEEP--,,Bahrain,BHR,NEEP,intitle:'Bahrain Energy Efficiency Plan',,N,,,,,,,,
BHR-NEPro--,,Bahrain,BHR,NEPro,intitle:'Bahrain Energy Profile',,N,,,,,,,,
BHR-NEPF--,,Bahrain,BHR,NEPF,intitle:'Bahrain Energy Policy Frameworks',,N,,,,,,,,
BHR-NRER--,,Bahrain,BHR,NRER,intitle:'Bahrain Renewable Energy Roadmap',,N,,,,,,,,
BHR-NREIP--,,Bahrain,BHR,NREIP,intitle:'Bahrain Renewable Energy Investment Plan',,N,,,,,,,,
BHR-AREA--,,Bahrain,BHR,AREA,intitle:'Bahrain Atomic Energy Regulatory Act',,N,,,,,,,,
BHR-ASE--,,Bahrain,BHR,ASE,intitle:'Bahrain Achieving Sustainable Energ',,N,,,,,,,,
BHR-LCEDP--,,Bahrain,BHR,LCEDP,intitle:'Bahrain Least Cost Energy Development Plan',,N,,,,,,,,
BHR-NECP--,,Bahrain,BHR,NECP,intitle:'Bahrain Energy and Climate Plan',,N,,,,,,,,
BHR-NEDS--,,Bahrain,BHR,NEDS,intitle:'Bahrain Energy Development Strategy',,N,,,,,,,,
BHR-NGP--,,Bahrain,BHR,NGP,intitle:'Bahrain Gas Policy',,N,,,,,,,,
BHR-NREAP-2017-EN,,Bahrain,BHR,NREAP,,Bahrain's National Renewable Energy Action Plan,Y,Data,2017,2017,,2017,,EN,https://cdn.climatepolicyradar.org/navigator/BHR/2017/bahrain-s-national-renewable-energy-action-plan-nreap_2b16561c163befdf16f00dfee66b2151.pdf
BHR-NREDS--,,Bahrain,BHR,NREDS,intitle:'Bahrain Renewable Energy Development Strategy',,N,,,,,,,,
BHR-NREEP-2017-EN,,Bahrain,BHR,NREEP,,Bahrain National Energy Efficiency Action Plan,Y,Data,2017,2017,,2017,,EN,https://cdn.climatepolicyradar.org/navigator/BHR/2017/bahrain-s-national-energy-efficiency-action-plan-neeap_446603864e817ac7875eb1749f01557c.pdf
BHR-NRES--,,Bahrain,BHR,NRES,intitle:'Bahrain /Renewable Energy Strategy',,N,,,,,,,,
BHR-SREP--,,Bahrain,BHR,SREP,intitle:'Bahrain Scaling Up Renewable Energy Program',,N,,,,,,,,
BHR-NSESDSP--,,Bahrain,BHR,NSESDSP,intitle:'Bahrain SUSTAINABLE ENERGY SECTOR DEVELOPMENT STRATEGY PLAN',,N,,,,,,,,
BHR-SEP--,,Bahrain,BHR,SEP,intitle:'Bahrain Sustainable Energy Project',,N,,,,,,,,
BHR-NER--,,Bahrain,BHR,NER,intitle:'Bahrain Energy Roadmap',,N,,,,,,,,
BHR-NEPEAP--,,Bahrain,BHR,NEPEAP,intitle:'Bahrain Energy Policy and Energy Action Plan',,N,,,,,,,,
BHR-NSAPES--,,Bahrain,BHR,NSAPES,intitle:'Bahrain Strategic Action Plan Energy Sector',,N,,,,,,,,
BHR-NREEEP--,,Bahrain,BHR,NREEEP,intitle:'Bahrain Renewable Electricity and Energy Efficiency Plan',,N,,,,,,,,
BHR-NSP-2023-EN,,Bahrain,BHR,NSP,,RCSI Bahrain Strategic Plan 2023 - 2027,Y,Text,2023,2023,,2023,2027,EN,https://www.rcsi.com/bahrain/-/media/feature/media/download-document/bahrain/about/rcsi-bahrain-strategic-plan-2023-2027.pdf
BHR-NEAP--,,Bahrain,BHR,NEAP,intitle:'Bahrain Energy Action Plan',,N,,,,,,,,
BGD-CPD-2021-EN,,Bangladesh,BGD,CPD,,"Gasification and Power Generation Characteristics of Rice
Husk, Sawdust, and Coconut Shell Using a Fixed-Bed
Downdraft Gasifier",Y,Text,30 August–2 September 2021,2021,,2022,2026,EN,https://digitallibrary.un.org/record/3933628/files/DP_DCP_BGD_4-EN.pdf?ln=en
BGD-CPD-2021-SP,,Bangladesh,BGD,CPD,,"Gasification and Power Generation Characteristics of Rice
Husk, Sawdust, and Coconut Shell Using a Fixed-Bed
Downdraft Gasifier ",Y,Text,30 August–2 September 2021,2021,,2022,2026,SP,https://digitallibrary.un.org/record/3933628/files/DP_DCP_BGD_4-ES.pdf?ln=en
BGD-CPD-2021-FR,,Bangladesh,BGD,CPD,,"Gasification and Power Generation Characteristics of Rice
Husk, Sawdust, and Coconut Shell Using a Fixed-Bed
Downdraft Gasifier ",Y,Text,30 August–2 September 2021,2021,,2022,2026,FR,https://digitallibrary.un.org/record/3933628/files/DP_DCP_BGD_4-FR.pdf?ln=en
BGD-NEP-2005-EN,,Bangladesh,BGD,NEP,,NATIONAL ENERGY POLICY,Y,Text,November 2005,2005,,,,EN,https://policy.asiapacificenergy.org/sites/default/files/National%20Energy%20Policy-%20Bangladesh.pdf
BGD-NREP-2008-EN,,Bangladesh,BGD,NREP,,"RENEWABLE ENERGY POLICY OF
BANGLADESH",Y,Text,18 December 2008,2008,,2015,2020,EN,https://cdn.climatepolicyradar.org/navigator/BGD/2008/renewable-energy-policy_e565cee6c10a86a04562acce2c6bf8a3.pdf
BGD-NREP-2008-EN,,Bangladesh,BGD,NREP,,"RENEWABLE ENERGY POLICY OF
BANGLADESH ",Y,Text,2008,2008,,2015,2020,EN,https://policy.asiapacificenergy.org/sites/default/files/REP_English.pdf
BGD-NEPro-2022-EN,,Bangladesh,BGD,NEPro,,Bangladesh ENERGY PROFILE,Y,Data,"24th August, 2022",2022,,2014,2022,EN,https://www.irena.org/-/media/Files/IRENA/Agency/Statistics/Statistical_Profiles/Asia/Bangladesh_Asia_RE_SP.pdf?country=Bangladesh&regionID=&countryID=ec4f9ec9-be08-43e1-bcdc-8a0c4a893c3f
BGD-AREA-2012-EN,Completed,Bangladesh,BGD,AREA,,The Bangladesh Atomic Energy Regulatory Act,Y,Text,2012,2012,,2012,2019,EN,https://policy.asiapacificenergy.org/sites/default/files/Bangladesh%20Atomic%20Energy%20Regulatory%20Act%2C%202012%20%28Act%20No.%2019%20of%202012%29.pdf
BGD-NEP--,,Bangladesh,BGD,NEP,intitle:'Bangladesh Energy Policy',,N,,,,,,,,
BGD-NREPl--,,Bangladesh,BGD,NREPl,intitle:'Bangladesh Renewable Energy Plan',,N,,,,,,,,
BGD-NETS--,,Bangladesh,BGD,NETS,intitle:'Bangladesh Energy Transition Strategy',,N,,,,,,,,
BGD-NES--,,Bangladesh,BGD,NES,intitle:'Bangladesh Energy Strategy',,N,,,,,,,,
BGD-NEEP--,,Bangladesh,BGD,NEEP,intitle:'Bangladesh Energy Efficiency Plan',,N,,,,,,,,
BGD-NEPF--,,Bangladesh,BGD,NEPF,intitle:'Bangladesh Energy Policy Frameworks',,N,,,,,,,,
BGD-NRER--,,Bangladesh,BGD,NRER,intitle:'Bangladesh Renewable Energy Roadmap',,N,,,,,,,,
BGD-NREIP-2015-EN,,Bangladesh,BGD,NREIP,,Sustainable & Renewable Energy Development Authority,Y,Text,October 2015,2015,,2015,2030,EN,https://dhinfrastructure.com/wp-content/uploads/2015/12/Bangladesh-SREP-IP-FINAL.pdf
BGD-AREA-2017-EN,,Bangladesh,BGD,AREA,,"The Bangladesh Atomic Energy Regulatory Act, 2012",Y,Text,30 August 2017,2017,,2017,,EN,https://policy.asiapacificenergy.org/sites/default/files/Bangladesh%20Atomic%20Energy%20Regulatory%20Act%2C%202012%20%28Act%20No.%2019%20of%202012%29.pdf
BGD-ASE-2013-EN,,Bangladesh,BGD,ASE,,Achieving sustainable energy targets in Bangladesh,Y,Text,2013,2013,,2013,,EN,https://www.un-ilibrary.org/docserver/fulltext/15643913/52/3/3b04cd53-en.pdf
BGD-LCEDP--,,Bangladesh,BGD,LCEDP,intitle:'Bangladesh Least Cost Energy Development Plan',,N,,,,,,,,
BGD-NECP--,,Bangladesh,BGD,NECP,intitle:'Bangladesh Energy and Climate Plan',,N,,,,,,,,
BGD-NEDS--,,Bangladesh,BGD,NEDS,intitle:'Bangladesh Energy Development Strategy',,N,,,,,,,,
BGD-NGP-2017-EN,,Bangladesh,BGD,NGP,,"GAS SECTOR MASTER PLAN
BANGLADESH 2017",Y,Text,2017,2017,,2017,2041,EN,https://policy.asiapacificenergy.org/sites/default/files/Gas%20Sector%20Master%20Plan%20Bangladesh%202017.pdf
BGD-NREAP--,,Bangladesh,BGD,NREAP,intitle:'Bangladesh Renewable Energy Action Plan',,N,,,,,,,,
BGD-NREDS--,,Bangladesh,BGD,NREDS,intitle:'Bangladesh Renewable Energy Development Strategy',,N,,,,,,,,
BGD-NREEP--,,Bangladesh,BGD,NREEP,intitle:'Bangladesh Rational and Efficient use of Energy Plan',,N,,,,,,,,
BGD-NRES--,,Bangladesh,BGD,NRES,intitle:'Bangladesh /Renewable Energy Strategy',,N,,,,,,,,
BGD-SREP-2017-EN,,Bangladesh,BGD,SREP,,BANGLADESH SCALNG UP RENEWABLE ENERGY PROJECT,Y,Text,2017,2017,,2017,2023,EN,https://documents1.worldbank.org/curated/en/099082923121069169/pdf/P1618690588efe06e0ad9004022bffa8f55.pdf
BGD-NSESDSP--,,Bangladesh,BGD,NSESDSP,intitle:'Bangladesh SUSTAINABLE ENERGY SECTOR DEVELOPMENT STRATEGY PLAN',,N,,,,,,,,
BGD-SEP-2021-EN,,Bangladesh,BGD,SEP,,"BANGLADESH ADVANCING
DEVELOPMENT AND GROWTH
THROUGH ENERGY (BADGE) PROJECT",Y,Text,2021,2021,,2021,,EN,https://www.usaid.gov/sites/default/files/2023-04/Bangladesh-BADGE-Energy-Fact-Sheet-2023.pdf
BGD-NER--,,Bangladesh,BGD,NER,intitle:'Bangladesh Energy Roadmap',,N,,,,,,,,
BGD-NEPEAP--,,Bangladesh,BGD,NEPEAP,intitle:'Bangladesh Energy Policy and Energy Action Plan',,N,,,,,,,,
BGD-NSAPES--,,Bangladesh,BGD,NSAPES,intitle:'Bangladesh Strategic Action Plan Energy Sector',,N,,,,,,,,
BGD-NREEEP--,,Bangladesh,BGD,NREEEP,intitle:'Bangladesh Renewable Electricity and Energy Efficiency Plan',,N,,,,,,,,
BGD-NSP-2017-EN,,Bangladesh,BGD,NSP,,BANGLADESH STRATEGIC PLAN ON AGRICULTURAL AND RURAL STATISTICS,Y,Text,2017,2017,,2016,2030,EN,https://policy.asiapacificenergy.org/sites/default/files/SPARS_Final_BBS_Rev_090817.pdf
BGD-NEAP--,,Bangladesh,BGD,NEAP,intitle:'Bangladesh Energy Action Plan',,N,,,,,,,,
BRB-CPD-2022-EN,,Barbados,BRB,CPD,,,Y,Text,31 January–4 February 2022,2022,,2022,2026,EN,https://www.undp.org/sites/g/files/zskgke326/files/2022-08/UNDP-RBLAC-Barbados%20MCP%202022-2026%20-%20EN.pdf
BRB-NEP-2019-EN,,Barbados,BRB,NEP,,,Y,Text,2019,2019,,2019,2030,EN,https://energy.gov.bb/download/national-energy-policy-2019-2030/?wpdmdl=3330&refresh=64a84399ed3631688748953
BRB-NEP-2015-EN,,Barbados,BRB,NEP,,,Y,Text,2015,2015,,2015,2030,EN,https://energy.gov.bb/download/implementation-plan-bnep/?wpdmdl=2671&refresh=64a8439bdb03a1688748955
BRB-NEPro-2015-EN,,Barbados,BRB,NEPro,,,Y,Data,2015,2015,,2015,2020,EN,https://www.irena.org/-/media/Files/IRENA/Agency/Statistics/Statistical_Profiles/Central-America-and-the-Caribbean/Barbados_Central-America-and-the-Caribbean_RE_SP.pdf?country=Barbados&regionID=&countryID=4b341f83-7a25-49a4-a13a-aed20386e801
BRB-ASE-2015-EN,,Barbados,BRB,ASE,,,Y,Text,2015,2015,,2015,2029,EN,https://policy.asiapacificenergy.org/sites/default/files/Barbados-Declaration-2012.pdf
BRB-NEP--,,Barbados,BRB,NEP,intitle:'Barbados Energy Policy',,N,,,,,,,,
BRB-NREP-2019-EN,,Barbados,BRB,NREP,,,Y,Data,2019,2019,,2019,2030,EN,https://www.smartenergybarbados.com/wp-content/uploads/2021/03/BNEP-summary-b.pdf
BRB-NREPl--,,Barbados,BRB,NREPl,intitle:'Barbados Renewable Energy Plan',,N,,,,,,,,
BRB-NETS--,,Barbados,BRB,NETS,intitle:'Barbados Energy Transition Strategy',,N,,,,,,,,
BRB-NES--,,Barbados,BRB,NES,intitle:'Barbados Energy Strategy',,N,,,,,,,,
BRB-NEEP--,,Barbados,BRB,NEEP,intitle:'Barbados Energy Efficiency Plan',,N,,,,,,,,
BRB-NEPF--,,Barbados,BRB,NEPF,intitle:'Barbados Energy Policy Frameworks',,N,,,,,,,,
BRB-NRER-2015-EN,,Barbados,BRB,NRER,,Quantitative Analysis for the Barbados Renewable Energy Roadmap,Y,Text,2015,2015,,2016,,EN,https://www.irena.org/-/media/Files/IRENA/Agency/Procurement/2015/Dec/RFP-2015-Barbados-Renewable-Energy-Roadmap_et_LS.pdf
BRB-NREIP--,,Barbados,BRB,NREIP,intitle:'Barbados Renewable Energy Investment Plan',,N,,,,,,,,
BRB-AREA--,,Barbados,BRB,AREA,intitle:'Barbados Atomic Energy Regulatory Act',,N,,,,,,,,
